,Item,Quantity,Price Per Unit,Total Spent
4201,Sandwich,3,4.0,12.0
4202,Smoothie,5,4.0,20.0
4203,Salad,2,5.0,10.0
4204,Cookie,2,1.0,2.0
4205,Cake,5,3.0,15.0
4206,Cake,4,3.0,12.0
4207,Smoothie,5,4.0,20.0
4208,Salad,1,5.0,5.0
4209,Smoothie,3,4.0,12.0
4210,Sandwich,4,4.0,16.0
4212,Coffee,1,2.0,2.0
4213,Coffee,5,2.0,10.0
4216,Juice,1,3.0,3.0
4217,Cake,1,3.0,3.0
4218,Tea,1,1.5,1.5
4219,Smoothie,1,4.0,4.0
4220,Cake,2,3.0,6.0
4221,Coffee,3,2.0,6.0
4222,Cookie,4,1.0,4.0
4223,Tea,4,1.5,6.0
4225,Cake,3,3.0,9.0
4226,Salad,1,5.0,5.0
4227,Cake,2,3.0,6.0
4228,Smoothie,2,4.0,8.0
4229,Cookie,3,1.0,3.0
4230,Cookie,5,1.0,5.0
4231,Sandwich,3,4.0,12.0
4232,Cookie,1,1.0,1.0
4234,Tea,3,1.5,4.5
4235,Cookie,5,1.0,5.0
4236,Sandwich,1,4.0,4.0
4237,Cookie,5,1.0,5.0
4238,Tea,4,1.5,6.0
4239,Smoothie,3,4.0,12.0
4240,Coffee,1,2.0,2.0
4241,Cookie,3,1.0,3.0
4242,Coffee,1,2.0,2.0
4244,Juice,1,3.0,3.0
4245,Tea,5,1.5,7.5
4246,Sandwich,5,4.0,20.0
4248,Salad,1,5.0,5.0
4250,Smoothie,4,4.0,16.0
4251,Smoothie,5,4.0,20.0
4252,Salad,3,5.0,15.0
4253,Tea,2,1.5,3.0
4254,Smoothie,3,4.0,12.0
4256,Smoothie,1,4.0,4.0
4258,Salad,1,5.0,5.0
4260,Salad,1,5.0,5.0
4261,Juice,4,3.0,12.0
4262,Cake,5,3.0,15.0
4263,Sandwich,2,4.0,8.0
4264,Salad,2,5.0,10.0
4266,Juice,3,3.0,9.0
4267,Juice,5,3.0,15.0
4268,Cookie,3,1.0,3.0
4270,Cake,4,3.0,12.0
4271,Cookie,4,1.0,4.0
4272,Sandwich,4,4.0,16.0
4273,Coffee,3,2.0,6.0
4274,Coffee,1,2.0,2.0
4275,Coffee,4,2.0,8.0
4277,Cookie,1,1.0,1.0
4278,Cake,5,3.0,15.0
4280,Tea,4,1.5,6.0
4281,Juice,4,3.0,12.0
4282,Tea,2,1.5,3.0
4283,Salad,2,5.0,10.0
4284,Sandwich,1,4.0,4.0
4285,Cake,4,3.0,12.0
4286,Tea,3,1.5,4.5
4287,Cookie,1,1.0,1.0
4288,Sandwich,2,4.0,8.0
4289,Cake,5,3.0,15.0
4290,Sandwich,3,4.0,12.0
4291,Smoothie,5,4.0,20.0
4292,Tea,2,1.5,3.0
4293,Cake,1,3.0,3.0
4294,Coffee,4,2.0,8.0
4295,Smoothie,3,4.0,12.0
4296,Sandwich,3,4.0,12.0
4298,Juice,2,3.0,6.0
4299,Cookie,5,1.0,5.0
4301,Sandwich,3,4.0,12.0
4302,Tea,5,1.5,7.5
4304,Cookie,2,1.0,2.0
4305,Sandwich,1,4.0,4.0
4308,Cookie,3,1.0,3.0
4309,Tea,3,1.5,4.5
4310,Coffee,2,2.0,4.0
4312,Juice,5,3.0,15.0
4314,Salad,5,5.0,25.0
4315,Salad,5,5.0,25.0
4316,Sandwich,2,4.0,8.0
4317,Cake,4,3.0,12.0
4318,Cake,4,3.0,12.0
4320,Smoothie,2,4.0,8.0
4321,Sandwich,5,4.0,20.0
4322,Cake,1,3.0,3.0
4323,Cookie,5,1.0,5.0
4325,Juice,1,3.0,3.0
4328,Coffee,2,2.0,4.0
4329,Coffee,5,2.0,10.0
4331,Sandwich,2,4.0,8.0
4332,Coffee,4,2.0,8.0
4335,Smoothie,5,4.0,20.0
4336,Cookie,3,1.0,3.0
4337,Salad,3,5.0,15.0
4339,Juice,5,3.0,15.0
4340,Tea,1,1.5,1.5
4341,Juice,5,3.0,15.0
4342,Sandwich,3,4.0,12.0
4344,Salad,2,5.0,10.0
4345,Tea,1,1.5,1.5
4346,Tea,5,1.5,7.5
4347,Cookie,3,1.0,3.0
4348,Sandwich,2,4.0,8.0
4349,Juice,2,3.0,6.0
4351,Sandwich,4,4.0,16.0
4354,Salad,5,5.0,25.0
4355,Cake,2,3.0,6.0
4356,Tea,4,1.5,6.0
4357,Salad,2,5.0,10.0
4358,Coffee,3,2.0,6.0
4359,Smoothie,2,4.0,8.0
4360,Cookie,5,1.0,5.0
4361,Sandwich,4,4.0,16.0
4362,Sandwich,4,4.0,16.0
4365,Cake,2,3.0,6.0
4366,Smoothie,1,4.0,4.0
4367,Tea,3,1.5,4.5
4368,Smoothie,3,4.0,12.0
4369,Coffee,5,2.0,10.0
4370,Salad,4,5.0,20.0
4371,Salad,1,5.0,5.0
4372,Tea,1,1.5,1.5
4374,Cookie,3,1.0,3.0
4375,Coffee,5,2.0,10.0
4377,Coffee,1,2.0,2.0
4378,Juice,1,3.0,3.0
4379,Juice,5,3.0,15.0
4380,Cake,4,3.0,12.0
4381,Cake,5,3.0,15.0
4382,Sandwich,2,4.0,8.0
4383,Juice,4,3.0,12.0
4384,Cake,5,3.0,15.0
4385,Cake,1,3.0,3.0
4386,Cookie,4,1.0,4.0
4387,Tea,5,1.5,7.5
4388,Cake,4,3.0,12.0
4389,Coffee,2,2.0,4.0
4390,Smoothie,2,4.0,8.0
4391,Coffee,3,2.0,6.0
4392,Salad,5,5.0,25.0
4394,Cookie,5,1.0,5.0
4395,Coffee,4,2.0,8.0
4396,Tea,2,1.5,3.0
4397,Cake,5,3.0,15.0
4398,Tea,5,1.5,7.5
4399,Tea,2,1.5,3.0
4400,Cake,5,3.0,15.0
4401,Smoothie,1,4.0,4.0
4402,Sandwich,4,4.0,16.0
4403,Cookie,2,1.0,2.0
4405,Cake,3,3.0,9.0
4407,Cake,1,3.0,3.0
4408,Sandwich,4,4.0,16.0
4409,Smoothie,2,4.0,8.0
4410,Sandwich,5,4.0,20.0
4411,Smoothie,4,4.0,16.0
4413,Cake,2,3.0,6.0
4414,Smoothie,3,4.0,12.0
4415,Cake,3,3.0,9.0
4416,Sandwich,5,4.0,20.0
4417,Smoothie,2,4.0,8.0
4418,Cake,4,3.0,12.0
4419,Sandwich,2,4.0,8.0
4424,Juice,1,3.0,3.0
4425,Coffee,1,2.0,2.0
4426,Tea,5,1.5,7.5
4427,Juice,3,3.0,9.0
4428,Juice,4,3.0,12.0
4429,Tea,1,1.5,1.5
4431,Salad,3,5.0,15.0
4433,Sandwich,2,4.0,8.0
4434,Coffee,4,2.0,8.0
4435,Salad,2,5.0,10.0
4436,Smoothie,2,4.0,8.0
4438,Coffee,3,2.0,6.0
4439,Cake,2,3.0,6.0
4440,Juice,5,3.0,15.0
4442,Juice,5,3.0,15.0
4443,Juice,1,3.0,3.0
4444,Coffee,2,2.0,4.0
4446,Cookie,2,1.0,2.0
4447,Smoothie,1,4.0,4.0
4449,Tea,2,1.5,3.0
4452,Coffee,1,2.0,2.0
4453,Salad,4,5.0,20.0
4454,Juice,2,3.0,6.0
4455,Sandwich,2,4.0,8.0
4457,Cookie,1,1.0,1.0
4458,Salad,5,5.0,25.0
4459,Juice,5,3.0,15.0
4460,Smoothie,5,4.0,20.0
4462,Juice,5,3.0,15.0
4463,Sandwich,2,4.0,8.0
4465,Salad,2,5.0,10.0
4466,Tea,3,1.5,4.5
4468,Juice,3,3.0,9.0
4470,Salad,2,5.0,10.0
4471,Coffee,3,2.0,6.0
4472,Sandwich,2,4.0,8.0
4474,Sandwich,1,4.0,4.0
4475,Coffee,2,2.0,4.0
4476,Salad,2,5.0,10.0
4478,Tea,3,1.5,4.5
4479,Salad,4,5.0,20.0
4480,Smoothie,4,4.0,16.0
4481,Cake,5,3.0,15.0
4482,Tea,4,1.5,6.0
4485,Tea,2,1.5,3.0
4486,Juice,2,3.0,6.0
4487,Salad,4,5.0,20.0
4488,Tea,4,1.5,6.0
4489,Salad,3,5.0,15.0
4490,Juice,2,3.0,6.0
4491,Cookie,2,1.0,2.0
4493,Smoothie,1,4.0,4.0
4494,Cookie,1,1.0,1.0
4495,Tea,3,1.5,4.5
4496,Coffee,1,2.0,2.0
4497,Cake,4,3.0,12.0
4498,Tea,2,1.5,3.0
4499,Coffee,4,2.0,8.0
4501,Coffee,4,2.0,8.0
4502,Tea,4,1.5,6.0
4503,Tea,4,1.5,6.0
4504,Tea,5,1.5,7.5
4505,Smoothie,5,4.0,20.0
4506,Juice,5,3.0,15.0
4507,Smoothie,3,4.0,12.0
4508,Cookie,5,1.0,5.0
4509,Smoothie,2,4.0,8.0
4510,Coffee,2,2.0,4.0
4511,Sandwich,1,4.0,4.0
4512,Tea,2,1.5,3.0
4514,Smoothie,3,4.0,12.0
4515,Smoothie,2,4.0,8.0
4516,Salad,2,5.0,10.0
4517,Smoothie,3,4.0,12.0
4519,Sandwich,2,4.0,8.0
4520,Coffee,2,2.0,4.0
4521,Cake,2,3.0,6.0
4522,Cookie,4,1.0,4.0
4523,Tea,4,1.5,6.0
4524,Smoothie,4,4.0,16.0
4525,Tea,1,1.5,1.5
4526,Tea,5,1.5,7.5
4527,Salad,3,5.0,15.0
4530,Salad,2,5.0,10.0
4531,Salad,2,5.0,10.0
4532,Juice,2,3.0,6.0
4533,Smoothie,3,4.0,12.0
4534,Sandwich,4,4.0,16.0
4536,Cake,2,3.0,6.0
4537,Sandwich,2,4.0,8.0
4538,Cookie,5,1.0,5.0
4539,Sandwich,1,4.0,4.0
4540,Tea,3,1.5,4.5
4541,Cake,5,3.0,15.0
4542,Juice,2,3.0,6.0
4543,Smoothie,1,4.0,4.0
4544,Sandwich,5,4.0,20.0
4546,Tea,1,1.5,1.5
4547,Cake,5,3.0,15.0
4548,Cookie,5,1.0,5.0
4549,Cake,3,3.0,9.0
4550,Salad,4,5.0,20.0
4551,Tea,4,1.5,6.0
4552,Smoothie,3,4.0,12.0
4554,Smoothie,2,4.0,8.0
4556,Juice,2,3.0,6.0
4557,Juice,5,3.0,15.0
4559,Cookie,3,1.0,3.0
4560,Tea,2,1.5,3.0
4561,Salad,5,5.0,25.0
4562,Sandwich,5,4.0,20.0
4563,Cake,2,3.0,6.0
4564,Cake,5,3.0,15.0
4565,Sandwich,5,4.0,20.0
4567,Juice,3,3.0,9.0
4569,Sandwich,5,4.0,20.0
4570,Juice,5,3.0,15.0
4571,Sandwich,3,4.0,12.0
4573,Sandwich,1,4.0,4.0
4574,Cookie,3,1.0,3.0
4576,Coffee,2,2.0,4.0
4577,Cake,5,3.0,15.0
4578,Salad,1,5.0,5.0
4580,Smoothie,1,4.0,4.0
4581,Sandwich,2,4.0,8.0
4582,Salad,2,5.0,10.0
4583,Juice,1,3.0,3.0
4585,Tea,3,1.5,4.5
4586,Salad,3,5.0,15.0
4587,Cake,2,3.0,6.0
4588,Coffee,5,2.0,10.0
4589,Sandwich,3,4.0,12.0
4590,Coffee,4,2.0,8.0
4591,Cake,5,3.0,15.0
4592,Cake,2,3.0,6.0
4593,Cookie,5,1.0,5.0
4595,Salad,2,5.0,10.0
4597,Smoothie,2,4.0,8.0
4598,Tea,4,1.5,6.0
4599,Smoothie,2,4.0,8.0
4601,Coffee,5,2.0,10.0
4602,Cookie,5,1.0,5.0
4603,Cake,5,3.0,15.0
4604,Coffee,1,2.0,2.0
4605,Cake,1,3.0,3.0
4606,Coffee,4,2.0,8.0
4607,Cake,2,3.0,6.0
4608,Smoothie,3,4.0,12.0
4610,Juice,4,3.0,12.0
4611,Sandwich,4,4.0,16.0
4612,Coffee,1,2.0,2.0
4613,Juice,5,3.0,15.0
4615,Sandwich,5,4.0,20.0
4616,Coffee,2,2.0,4.0
4617,Sandwich,2,4.0,8.0
4618,Sandwich,5,4.0,20.0
4619,Sandwich,4,4.0,16.0
4620,Salad,3,5.0,15.0
4622,Smoothie,2,4.0,8.0
4623,Sandwich,3,4.0,12.0
4625,Salad,4,5.0,20.0
4626,Sandwich,3,4.0,12.0
4627,Smoothie,3,4.0,12.0
4628,Coffee,2,2.0,4.0
4629,Tea,4,1.5,6.0
4630,Salad,5,5.0,25.0
4633,Tea,4,1.5,6.0
4635,Tea,1,1.5,1.5
4636,Salad,4,5.0,20.0
4637,Cookie,4,1.0,4.0
4638,Cookie,4,1.0,4.0
4639,Salad,5,5.0,25.0
4640,Tea,3,1.5,4.5
4642,Coffee,3,2.0,6.0
4643,Sandwich,5,4.0,20.0
4644,Smoothie,2,4.0,8.0
4645,Smoothie,4,4.0,16.0
4646,Tea,4,1.5,6.0
4647,Salad,2,5.0,10.0
4648,Smoothie,2,4.0,8.0
4650,Cookie,3,1.0,3.0
4652,Salad,2,5.0,10.0
4653,Juice,3,3.0,9.0
4654,Smoothie,5,4.0,20.0
4655,Coffee,2,2.0,4.0
4658,Juice,3,3.0,9.0
4660,Juice,4,3.0,12.0
4661,Sandwich,2,4.0,8.0
4662,Smoothie,1,4.0,4.0
4663,Cookie,5,1.0,5.0
4664,Smoothie,3,4.0,12.0
4666,Cake,4,3.0,12.0
4667,Juice,1,3.0,3.0
4668,Salad,4,5.0,20.0
4669,Smoothie,5,4.0,20.0
4670,Juice,5,3.0,15.0
4671,Sandwich,4,4.0,16.0
4673,Cake,5,3.0,15.0
4675,Smoothie,4,4.0,16.0
4676,Tea,3,1.5,4.5
4677,Cookie,3,1.0,3.0
4678,Tea,5,1.5,7.5
4680,Smoothie,5,4.0,20.0
4681,Tea,4,1.5,6.0
4682,Sandwich,1,4.0,4.0
4683,Cake,5,3.0,15.0
4684,Juice,1,3.0,3.0
4685,Cookie,1,1.0,1.0
4686,Juice,4,3.0,12.0
4688,Smoothie,1,4.0,4.0
4690,Juice,4,3.0,12.0
4691,Juice,3,3.0,9.0
4692,Coffee,2,2.0,4.0
4693,Juice,5,3.0,15.0
4694,Coffee,2,2.0,4.0
4695,Cookie,4,1.0,4.0
4696,Juice,2,3.0,6.0
4697,Sandwich,3,4.0,12.0
4698,Cookie,5,1.0,5.0
4699,Cookie,1,1.0,1.0
4700,Salad,1,5.0,5.0
4703,Juice,2,3.0,6.0
4704,Salad,3,5.0,15.0
4706,Smoothie,3,4.0,12.0
4707,Cake,4,3.0,12.0
4708,Coffee,4,2.0,8.0
4709,Salad,4,5.0,20.0
4711,Cake,5,3.0,15.0
4712,Juice,3,3.0,9.0
4713,Cookie,4,1.0,4.0
4714,Juice,2,3.0,6.0
4715,Tea,3,1.5,4.5
4716,Smoothie,2,4.0,8.0
4718,Smoothie,1,4.0,4.0
4719,Smoothie,3,4.0,12.0
4720,Sandwich,2,4.0,8.0
4722,Coffee,5,2.0,10.0
4723,Cake,5,3.0,15.0
4724,Cookie,4,1.0,4.0
4725,Juice,1,3.0,3.0
4726,Sandwich,1,4.0,4.0
4727,Cookie,1,1.0,1.0
4728,Tea,4,1.5,6.0
4729,Cake,1,3.0,3.0
4730,Salad,2,5.0,10.0
4733,Salad,4,5.0,20.0
4734,Cake,4,3.0,12.0
4738,Sandwich,1,4.0,4.0
4739,Juice,1,3.0,3.0
4740,Tea,1,1.5,1.5
4741,Salad,3,5.0,15.0
4742,Juice,3,3.0,9.0
4743,Salad,2,5.0,10.0
4744,Salad,1,5.0,5.0
4746,Tea,5,1.5,7.5
4747,Tea,1,1.5,1.5
4748,Cake,5,3.0,15.0
4750,Cookie,2,1.0,2.0
4752,Coffee,2,2.0,4.0
4753,Cookie,1,1.0,1.0
4755,Smoothie,4,4.0,16.0
4756,Tea,3,1.5,4.5
4757,Tea,5,1.5,7.5
4758,Juice,1,3.0,3.0
4759,Smoothie,1,4.0,4.0
4761,Salad,1,5.0,5.0
4762,Sandwich,1,4.0,4.0
4763,Juice,1,3.0,3.0
4765,Smoothie,4,4.0,16.0
4766,Cookie,3,1.0,3.0
4767,Sandwich,1,4.0,4.0
4768,Salad,1,5.0,5.0
4769,Coffee,2,2.0,4.0
4770,Sandwich,2,4.0,8.0
4771,Smoothie,5,4.0,20.0
4772,Juice,1,3.0,3.0
4773,Smoothie,1,4.0,4.0
4774,Salad,4,5.0,20.0
4775,Smoothie,2,4.0,8.0
4778,Smoothie,3,4.0,12.0
4779,Smoothie,2,4.0,8.0
4780,Tea,3,1.5,4.5
4781,Cookie,5,1.0,5.0
4783,Smoothie,3,4.0,12.0
4784,Coffee,5,2.0,10.0
4787,Smoothie,1,4.0,4.0
4788,Tea,2,1.5,3.0
4789,Smoothie,2,4.0,8.0
4790,Smoothie,5,4.0,20.0
4793,Cake,3,3.0,9.0
4794,Tea,4,1.5,6.0
4795,Juice,4,3.0,12.0
4796,Salad,1,5.0,5.0
4799,Juice,3,3.0,9.0
4801,Juice,1,3.0,3.0
4802,Tea,5,1.5,7.5
4803,Cake,5,3.0,15.0
4804,Cookie,4,1.0,4.0
4805,Coffee,3,2.0,6.0
4809,Coffee,4,2.0,8.0
4810,Tea,5,1.5,7.5
4811,Coffee,3,2.0,6.0
4812,Tea,1,1.5,1.5
4813,Salad,1,5.0,5.0
4814,Smoothie,2,4.0,8.0
4815,Coffee,3,2.0,6.0
4817,Cake,1,3.0,3.0
4818,Sandwich,5,4.0,20.0
4819,Coffee,2,2.0,4.0
4820,Tea,1,1.5,1.5
4821,Sandwich,3,4.0,12.0
4822,Cake,1,3.0,3.0
4823,Sandwich,4,4.0,16.0
4824,Smoothie,1,4.0,4.0
4825,Sandwich,2,4.0,8.0
4826,Cookie,2,1.0,2.0
4827,Coffee,3,2.0,6.0
4828,Cookie,2,1.0,2.0
4829,Coffee,4,2.0,8.0
4832,Salad,4,5.0,20.0
4833,Cookie,2,1.0,2.0
4834,Coffee,2,2.0,4.0
4835,Smoothie,4,4.0,16.0
4836,Smoothie,3,4.0,12.0
4837,Smoothie,1,4.0,4.0
4839,Sandwich,1,4.0,4.0
4840,Juice,3,3.0,9.0
4841,Juice,1,3.0,3.0
4843,Tea,1,1.5,1.5
4844,Smoothie,3,4.0,12.0
4846,Cake,2,3.0,6.0
4847,Sandwich,5,4.0,20.0
4848,Tea,1,1.5,1.5
4849,Salad,4,5.0,20.0
4850,Cake,2,3.0,6.0
4851,Juice,3,3.0,9.0
4852,Sandwich,4,4.0,16.0
4854,Cookie,3,1.0,3.0
4855,Cake,2,3.0,6.0
4857,Coffee,3,2.0,6.0
4858,Smoothie,5,4.0,20.0
4859,Cookie,3,1.0,3.0
4861,Cookie,5,1.0,5.0
4863,Sandwich,3,4.0,12.0
4865,Coffee,4,2.0,8.0
4866,Cookie,4,1.0,4.0
4867,Smoothie,4,4.0,16.0
4868,Sandwich,1,4.0,4.0
4869,Cake,2,3.0,6.0
4873,Cake,1,3.0,3.0
4874,Juice,1,3.0,3.0
4876,Cookie,5,1.0,5.0
4877,Juice,1,3.0,3.0
4878,Sandwich,1,4.0,4.0
4879,Cake,4,3.0,12.0
4880,Cookie,3,1.0,3.0
4881,Cookie,1,1.0,1.0
4882,Juice,2,3.0,6.0
4884,Salad,1,5.0,5.0
4885,Cake,2,3.0,6.0
4887,Tea,5,1.5,7.5
4890,Cookie,4,1.0,4.0
4891,Cake,5,3.0,15.0
4893,Cake,3,3.0,9.0
4894,Smoothie,2,4.0,8.0
4895,Salad,4,5.0,20.0
4896,Salad,5,5.0,25.0
4897,Coffee,1,2.0,2.0
4898,Cookie,4,1.0,4.0
4899,Juice,3,3.0,9.0
4900,Smoothie,4,4.0,16.0
4901,Juice,3,3.0,9.0
4902,Salad,5,5.0,25.0
4904,Juice,3,3.0,9.0
4905,Sandwich,3,4.0,12.0
4907,Cake,3,3.0,9.0
4908,Juice,3,3.0,9.0
4910,Coffee,4,2.0,8.0
4911,Juice,5,3.0,15.0
4912,Salad,5,5.0,25.0
4913,Coffee,1,2.0,2.0
4914,Sandwich,3,4.0,12.0
4916,Juice,5,3.0,15.0
4917,Tea,5,1.5,7.5
4918,Tea,1,1.5,1.5
4919,Smoothie,3,4.0,12.0
4920,Cake,1,3.0,3.0
4921,Coffee,5,2.0,10.0
4922,Cake,3,3.0,9.0
4923,Juice,3,3.0,9.0
4925,Smoothie,4,4.0,16.0
4926,Tea,4,1.5,6.0
4928,Salad,4,5.0,20.0
4929,Coffee,4,2.0,8.0
4930,Sandwich,2,4.0,8.0
4932,Cookie,2,1.0,2.0
4933,Juice,2,3.0,6.0
4934,Cookie,4,1.0,4.0
4936,Smoothie,2,4.0,8.0
4937,Cookie,1,1.0,1.0
4938,Juice,4,3.0,12.0
4940,Salad,2,5.0,10.0
4941,Juice,1,3.0,3.0
4942,Cookie,2,1.0,2.0
4943,Cake,2,3.0,6.0
4944,Salad,1,5.0,5.0
4945,Cookie,3,1.0,3.0
4946,Sandwich,3,4.0,12.0
4948,Coffee,1,2.0,2.0
4949,Smoothie,5,4.0,20.0
4950,Smoothie,2,4.0,8.0
4951,Juice,3,3.0,9.0
4952,Cookie,5,1.0,5.0
4953,Sandwich,1,4.0,4.0
4954,Sandwich,5,4.0,20.0
4955,Salad,5,5.0,25.0
4956,Salad,1,5.0,5.0
4958,Smoothie,5,4.0,20.0
4959,Cake,4,3.0,12.0
4960,Juice,1,3.0,3.0
4962,Coffee,1,2.0,2.0
4964,Salad,2,5.0,10.0
4965,Cookie,5,1.0,5.0
4966,Tea,2,1.5,3.0
4967,Sandwich,4,4.0,16.0
4968,Juice,4,3.0,12.0
4969,Tea,2,1.5,3.0
4970,Tea,3,1.5,4.5
4971,Coffee,1,2.0,2.0
4972,Smoothie,4,4.0,16.0
4973,Salad,1,5.0,5.0
4974,Cookie,3,1.0,3.0
4976,Cake,1,3.0,3.0
4977,Salad,2,5.0,10.0
4979,Cookie,1,1.0,1.0
4981,Sandwich,2,4.0,8.0
4983,Juice,2,3.0,6.0
4984,Coffee,1,2.0,2.0
4986,Smoothie,5,4.0,20.0
4987,Salad,3,5.0,15.0
4988,Coffee,1,2.0,2.0
4989,Smoothie,5,4.0,20.0
4991,Sandwich,4,4.0,16.0
4992,Salad,2,5.0,10.0
4993,Smoothie,3,4.0,12.0
4996,Sandwich,1,4.0,4.0
4997,Salad,2,5.0,10.0
5000,Smoothie,3,4.0,12.0
5002,Coffee,2,2.0,4.0
5003,Cookie,2,1.0,2.0
5004,Coffee,1,2.0,2.0
5006,Sandwich,4,4.0,16.0
5007,Cookie,4,1.0,4.0
5008,Cake,5,3.0,15.0
5009,Tea,4,1.5,6.0
5010,Juice,4,3.0,12.0
5012,Juice,1,3.0,3.0
5015,Salad,1,5.0,5.0
5016,Cookie,5,1.0,5.0
5017,Smoothie,1,4.0,4.0
5018,Cake,3,3.0,9.0
5019,Salad,4,5.0,20.0
5020,Juice,2,3.0,6.0
5021,Juice,4,3.0,12.0
5023,Cookie,2,1.0,2.0
5025,Tea,1,1.5,1.5
5026,Sandwich,1,4.0,4.0
5027,Sandwich,3,4.0,12.0
5028,Sandwich,5,4.0,20.0
5029,Tea,1,1.5,1.5
5030,Sandwich,1,4.0,4.0
5031,Coffee,1,2.0,2.0
5033,Cake,2,3.0,6.0
5034,Smoothie,4,4.0,16.0
5035,Juice,2,3.0,6.0
5036,Cookie,2,1.0,2.0
5037,Juice,2,3.0,6.0
5040,Sandwich,5,4.0,20.0
5041,Smoothie,3,4.0,12.0
5042,Tea,1,1.5,1.5
5043,Juice,4,3.0,12.0
5044,Coffee,4,2.0,8.0
5046,Smoothie,2,4.0,8.0
5048,Salad,1,5.0,5.0
5049,Salad,3,5.0,15.0
5050,Cake,1,3.0,3.0
5051,Cake,5,3.0,15.0
5052,Cookie,4,1.0,4.0
5054,Salad,5,5.0,25.0
5055,Coffee,3,2.0,6.0
5056,Coffee,2,2.0,4.0
5057,Salad,5,5.0,25.0
5058,Sandwich,3,4.0,12.0
5059,Cookie,5,1.0,5.0
5060,Juice,2,3.0,6.0
5061,Sandwich,2,4.0,8.0
5062,Juice,5,3.0,15.0
5063,Cookie,1,1.0,1.0
5064,Coffee,2,2.0,4.0
5065,Juice,5,3.0,15.0
5066,Cookie,3,1.0,3.0
5067,Sandwich,1,4.0,4.0
5070,Cookie,4,1.0,4.0
5071,Cake,5,3.0,15.0
5072,Salad,5,5.0,25.0
5073,Smoothie,2,4.0,8.0
5074,Juice,5,3.0,15.0
5075,Tea,5,1.5,7.5
5076,Sandwich,5,4.0,20.0
5077,Coffee,5,2.0,10.0
5078,Cookie,3,1.0,3.0
5079,Cake,2,3.0,6.0
5081,Juice,1,3.0,3.0
5082,Juice,3,3.0,9.0
5083,Coffee,5,2.0,10.0
5084,Salad,3,5.0,15.0
5086,Cake,1,3.0,3.0
5087,Cake,3,3.0,9.0
5090,Cookie,3,1.0,3.0
5091,Coffee,4,2.0,8.0
5092,Salad,4,5.0,20.0
5094,Coffee,2,2.0,4.0
5097,Smoothie,3,4.0,12.0
5098,Juice,1,3.0,3.0
5100,Salad,2,5.0,10.0
5101,Tea,4,1.5,6.0
5103,Smoothie,1,4.0,4.0
5104,Sandwich,5,4.0,20.0
5107,Smoothie,3,4.0,12.0
5108,Cookie,1,1.0,1.0
5109,Sandwich,3,4.0,12.0
5110,Cookie,2,1.0,2.0
5111,Salad,3,5.0,15.0
5112,Tea,2,1.5,3.0
5115,Cookie,3,1.0,3.0
5117,Salad,3,5.0,15.0
5118,Cake,2,3.0,6.0
5120,Smoothie,1,4.0,4.0
5123,Smoothie,4,4.0,16.0
5124,Cookie,2,1.0,2.0
5126,Tea,3,1.5,4.5
5127,Salad,3,5.0,15.0
5128,Salad,4,5.0,20.0
5129,Smoothie,4,4.0,16.0
5130,Coffee,3,2.0,6.0
5131,Smoothie,4,4.0,16.0
5132,Smoothie,1,4.0,4.0
5134,Smoothie,4,4.0,16.0
5136,Smoothie,3,4.0,12.0
5137,Tea,2,1.5,3.0
5138,Cake,2,3.0,6.0
5139,Smoothie,5,4.0,20.0
5141,Salad,1,5.0,5.0
5142,Juice,5,3.0,15.0
5143,Cake,3,3.0,9.0
5144,Coffee,1,2.0,2.0
5145,Tea,4,1.5,6.0
5146,Sandwich,2,4.0,8.0
5147,Cookie,4,1.0,4.0
5148,Cake,3,3.0,9.0
5149,Cookie,3,1.0,3.0
5151,Tea,3,1.5,4.5
5152,Juice,2,3.0,6.0
5153,Salad,5,5.0,25.0
5154,Salad,2,5.0,10.0
5155,Juice,3,3.0,9.0
5157,Juice,4,3.0,12.0
5158,Coffee,2,2.0,4.0
5159,Coffee,1,2.0,2.0
5160,Smoothie,4,4.0,16.0
5161,Cake,3,3.0,9.0
5162,Smoothie,2,4.0,8.0
5163,Coffee,5,2.0,10.0
5166,Salad,1,5.0,5.0
5168,Coffee,2,2.0,4.0
5169,Cake,3,3.0,9.0
5170,Tea,2,1.5,3.0
5171,Salad,1,5.0,5.0
5174,Coffee,2,2.0,4.0
5175,Salad,5,5.0,25.0
5176,Cookie,4,1.0,4.0
5177,Juice,3,3.0,9.0
5178,Cake,1,3.0,3.0
5179,Cake,5,3.0,15.0
5181,Smoothie,4,4.0,16.0
5182,Cookie,2,1.0,2.0
5184,Sandwich,1,4.0,4.0
5185,Coffee,1,2.0,2.0
5186,Salad,1,5.0,5.0
5187,Coffee,1,2.0,2.0
5188,Sandwich,3,4.0,12.0
5189,Smoothie,3,4.0,12.0
5190,Cookie,2,1.0,2.0
5191,Coffee,4,2.0,8.0
5196,Sandwich,4,4.0,16.0
5198,Juice,3,3.0,9.0
5199,Coffee,3,2.0,6.0
5200,Tea,3,1.5,4.5
5203,Salad,2,5.0,10.0
5204,Smoothie,1,4.0,4.0
5205,Salad,4,5.0,20.0
5206,Cookie,5,1.0,5.0
5207,Smoothie,1,4.0,4.0
5208,Tea,3,1.5,4.5
5209,Sandwich,5,4.0,20.0
5210,Coffee,4,2.0,8.0
5211,Cookie,2,1.0,2.0
5217,Cookie,5,1.0,5.0
